name,neighbourhood,room_type,bedrooms,bathrooms,minimum_nights,price,availability_365,number_of_reviews,review_score,is_superhost
Chic & Comfort Boston Studio near Subway509,Allston,Entire home/apt,1.0,1.0,1,90.0,287,56,100.0,1
Chic & Comfort Boston Studio near Subway511,Allston,Entire home/apt,1.0,1.0,1,90.0,295,67,96.0,1
Chic & Comfort Boston Studio near Subway512,Allston,Entire home/apt,1.0,1.0,1,102.0,196,37,100.0,1
Chic & Comfort Boston Studio near Subway516,Allston,Entire home/apt,1.0,1.0,1,100.0,266,51,98.0,1
Chic & Comfort Boston Studio near Subway612,Allston,Entire home/apt,1.0,1.0,1,100.0,290,53,98.0,1
Chic & Comfort Boston Studio near Subway609,Allston,Entire home/apt,1.0,1.0,1,87.0,289,47,98.0,1
Chic & Comfort Boston Studio near Subway616,Allston,Entire home/apt,1.0,1.0,1,90.0,0,48,97.0,1
Private & convenient studio right next to T503,Allston,Entire home/apt,1.0,1.0,1,85.0,303,33,98.0,1
Private & convenient studio right next to T 518,Allston,Entire home/apt,1.0,1.0,1,100.0,260,35,97.0,1
Private & convenient studio right next to T607,Allston,Entire home/apt,1.0,1.0,1,85.0,304,39,94.0,1
Private & convenient studio right next to T316,Allston,Entire home/apt,1.0,1.0,1,90.0,303,34,99.0,1
Sunny studio right next to Boston University310,Allston,Entire home/apt,1.0,1.0,1,102.0,293,36,98.0,1
Sunny studio right next to Boston University611,Allston,Entire home/apt,1.0,1.0,1,113.0,289,42,98.0,1
Sunny studio right next to Boston University604,Allston,Entire home/apt,1.0,1.0,1,100.0,234,50,96.0,1
Private & convenient studio right next to T501,Allston,Entire home/apt,1.0,1.0,1,100.0,261,31,97.0,1
Private & convenient studio right next to T502,Allston,Entire home/apt,1.0,1.0,1,85.0,302,37,97.0,1
"Gorgeous space in vibrant area, right next to t403",Allston,Entire home/apt,1.0,1.0,1,90.0,298,36,93.0,1
"Gorgeous space in vibrant area, steps to the t404",Allston,Entire home/apt,1.0,1.0,10,134.0,0,32,93.0,1
"Gorgeous space in vibrant area, steps to the t406",Allston,Entire home/apt,1.0,1.0,1,100.0,294,55,97.0,1
"Gorgeous space in vibrant area, steps to the t 407",Allston,Entire home/apt,1.0,1.0,10,134.0,0,37,97.0,1
"Gorgeous space in vibrant area, steps to the t415",Allston,Entire home/apt,1.0,1.0,10,134.0,0,39,96.0,1
"Gorgeous space in vibrant area, steps to the t615",Allston,Entire home/apt,1.0,1.0,1,102.0,298,38,98.0,1
"Gorgeous space in vibrant area, steps to the t617",Allston,Entire home/apt,1.0,1.0,1,90.0,292,39,98.0,1
"Gorgeous space in vibrant area, steps to the t514",Allston,Entire home/apt,1.0,1.0,1,90.0,300,55,96.0,1
Evon | Back Bay | Lux Penthouse + City View S08,South End,Entire home/apt,1.0,1.0,1,175.0,0,12,92.0,0
"Lovely place in Jamaica Plain, Room #1",Jamaica Plain,Private room,1.0,1.0,1,50.0,0,21,81.0,0
"Lovely place in Jamaica Plain, Room #4",Jamaica Plain,Private room,1.0,1.0,1,50.0,0,18,84.0,0
"Lovely place in Jamaica Plain, Room #5",Jamaica Plain,Private room,1.0,1.0,1,50.0,0,15,89.0,0
Boston comfort room,Dorchester,Private room,1.0,1.5,1,110.0,85,22,96.0,0
"Luxury 2 Bed, 2Bath apartment in Back Bay/Fenway",Fenway,Entire home/apt,2.0,2.5,2,1000.0,169,44,92.0,0
Stylish Private Studio in Boston! 3-22,South End,Entire home/apt,1.0,1.0,2,84.0,31,29,89.0,0
Hip and Chic Studio Awaits Your Stay! 1-32,South End,Entire home/apt,1.0,1.0,2,90.0,30,22,85.0,0
Modern Efficiency Studio Awaits Your Stay! 1-22,Bay Village,Private room,1.0,1.0,2,69.0,145,12,85.0,0
Beautiful 1BR with a View in Downtown | Evonify,Downtown,Entire home/apt,1.0,1.0,1,85.0,147,16,86.0,0
A Boston Urban Oasis,Dorchester,Private room,1.0,1.0,91,49.0,0,15,95.0,0
Work remotely! 3BD House w 2 Offices + Garage,Brighton,Entire home/apt,3.0,2.0,2,243.0,210,17,93.0,0
1 Bed Apartment (close to Logan Airport),East Boston,Entire home/apt,1.0,1.0,20,109.0,66,24,96.0,1
North End flat just off Hanover Street (23T#1),North End,Entire home/apt,1.0,1.0,2,175.0,52,12,96.0,0
Warm & Private Stay in Brighton/Bos w/FREE Parking,Brighton,Private room,1.0,1.0,1,58.0,21,32,96.0,1
Prices/Location CANNOT Be Beat! 3-B2,Bay Village,Entire home/apt,1.0,1.0,2,87.0,187,23,83.0,0
MIT. Boston University. Boston harbor. Casino. 1,East Boston,Entire home/apt,2.0,2.0,2,206.0,0,28,97.0,1
4 min walk 2 Red Line T & Airport pick up/drop $35,Dorchester,Private room,1.0,1.5,2,45.0,111,14,96.0,1
Modern Efficiency Studio Awaits Your Stay! 1-23,South End,Private room,1.0,1.0,2,69.0,61,13,88.0,0
Hip and Chic Studio Awaits Your Stay! 1-42,South End,Entire home/apt,1.0,1.0,2,90.0,154,27,93.0,0
"Boston Harbor, Encore Casino, North-end, BU, MIT.",East Boston,Entire home/apt,2.0,2.0,2,209.0,0,21,89.0,1
★ NEW 3BR ★ Upscale Living For Less!! Walk Boston,South Boston,Entire home/apt,3.0,1.0,2,204.0,355,13,100.0,1
South Boston Garden Level Apartment,South Boston,Entire home/apt,1.0,1.0,2,111.0,0,12,100.0,1
Safe/Clean Studio With Flexible Cancellations! 3-42,South End,Private room,1.0,1.0,2,62.0,0,19,96.0,0
"Location A++, Sleeps 3 1-41",South End,Entire home/apt,1.0,1.0,2,93.0,187,14,90.0,0
Evon | SouthEnd | Luxury Apt | Boston Medical,South End,Entire home/apt,1.0,1.0,10,170.0,0,14,89.0,0
Delightful Downtown Boston 2bed 2bath Apartment,Downtown,Entire home/apt,2.0,2.0,1,413.0,157,38,95.0,0
Perfect North End Apt - 2BR 2BA w/ Laundry!,North End,Entire home/apt,2.0,2.0,2,181.0,188,30,91.0,0
Boston beautiful Room,Dorchester,Private room,1.0,1.5,1,120.0,84,10,98.0,0
Prices/Location CANNOT Be Beat! 1-B1,South End,Entire home/apt,1.0,1.0,2,82.0,98,10,88.0,0
Modern 2bed/2bath Apt | Close to TD Garden,Downtown,Entire home/apt,2.0,2.0,1,152.0,65,10,100.0,0
"Boston Homestel, Double Bed",Dorchester,Private room,1.0,1.0,1,116.0,0,12,80.0,0
"Apartment w/Parking, minutes to airport / Downtown",East Boston,Entire home/apt,3.0,1.0,2,181.0,256,14,97.0,1
Modern apartment with loft in 1893 Grand Victorian,Brighton,Entire home/apt,1.0,1.0,1,120.0,21,11,98.0,1
"Clean, Safe, & Ready For You! 143-32",Beacon Hill,Private room,1.0,1.0,2,69.0,135,13,88.0,0
★ Ashmont Apartment | Close to Subway + Downtown ★,Dorchester,Entire home/apt,2.0,2.0,2,180.0,302,19,99.0,1
Airy 2br Apt North End Quincy Market Back Bay Ⓣ &✈,East Boston,Entire home/apt,2.0,1.0,1,123.0,4,13,97.0,0
"Cozy Private Small Rm with AC, 32in TV & Mini Frig",Mattapan,Private room,1.0,1.0,1,43.0,178,35,93.0,0
Ideally Located Spacious Boston House,South Boston,Entire home/apt,3.0,1.5,2,227.0,164,36,98.0,1
Private Studio in Boston's Bay Village! 5-23,South End,Entire home/apt,1.0,1.0,2,84.0,161,14,94.0,0
Private Studio in Boston's Bay Village! 5-1,South End,Entire home/apt,1.0,1.0,2,84.0,138,12,85.0,0
Savin Hill Cozy (C),Dorchester,Private room,1.0,1.0,1,56.0,150,22,94.0,0
Classic furnished 1BR in Fenway in Brownstone Bldg,Fenway,Entire home/apt,1.0,1.0,1,229.0,177,31,89.0,0
Sutton Comfort Room 1,Dorchester,Private room,1.0,1.0,1,56.0,265,26,98.0,0
Beautiful Remodeled South End Condo,Back Bay,Entire home/apt,1.0,1.0,3,181.0,217,22,95.0,1
2br Boston Copley Prime Location near public Ⓣ & ✈,East Boston,Entire home/apt,2.0,1.0,1,137.0,3,19,96.0,1
★ Tiny & Cozy Room | Walking to Airport + Subway ★,East Boston,Private room,1.0,1.5,1,51.0,86,14,100.0,0
❤ Lux 3br near Ⓣ ✈ Back Bay North End Faneuil Hall,East Boston,Entire home/apt,3.0,1.0,1,257.0,4,16,94.0,1
No3,Dorchester,Private room,1.0,1.0,1,56.0,334,11,93.0,0
Downtown Boston/UMASS/Lovely Private Room(4),Dorchester,Private room,1.0,1.0,1,60.0,339,24,93.0,0
"Modern Clean Room by Airport, 15 min Downtown",East Boston,Private room,1.0,1.5,1,65.0,87,12,97.0,0
"NEW! Boston Condo Near MBTA, 3Mi to Fenway! (U1)",Roxbury,Entire home/apt,2.0,1.0,3,111.0,156,17,96.0,0
"NEW! Boston Condo Near MBTA, 3Mi to Fenway ! (U3)",Roxbury,Entire home/apt,3.0,1.0,3,130.0,137,16,85.0,0
Boston Hideaway,South Boston,Entire home/apt,2.0,2.5,3,196.0,237,23,94.0,0
"Luxury,Cozy 2 bed apt Boston",Roxbury,Entire home/apt,2.0,1.0,1,300.0,0,14,97.0,1
Tourist heaven,Dorchester,Entire home/apt,3.0,2.0,1,269.0,346,39,95.0,0
Newly Renovated Stylish Modern Guest House,Dorchester,Entire home/apt,4.0,3.0,2,236.0,336,19,97.0,1
Luxurious home close to beach w/private roofdeck,South Boston,Entire home/apt,4.0,3.5,2,597.0,129,31,100.0,1
Sutton Comfort Bedroom 2,Mattapan,Private room,1.0,1.0,1,57.0,269,24,92.0,0
Cozy and convenient with parking/downtown/airport,East Boston,Entire home/apt,1.0,1.0,2,113.0,97,30,91.0,0
Cozy with roof top deck - parking/downtown/airport,East Boston,Entire home/apt,1.0,1.0,2,124.0,121,27,90.0,0
"Quiet, Private Garden Studio-5 min to T/Center St",Jamaica Plain,Entire home/apt,1.0,1.0,1,116.0,165,13,100.0,1
"Riverfacing, bright condo in sought-after Back Bay",Back Bay,Entire home/apt,1.0,1.0,1,102.0,1,11,100.0,1
Guest Room and Private Bath in Meeting House Hill,Dorchester,Private room,1.0,1.0,1,40.0,0,10,98.0,1
Eagle Hill Luxury Apartment,East Boston,Entire home/apt,1.0,1.0,2,80.0,37,27,99.0,1
Luxury 2BR in Downtown Near Subway | Evonify,Beacon Hill,Entire home/apt,2.0,2.0,1,153.0,117,18,82.0,0
"401 Downtown Boston Studio, Book Now!!",Downtown,Entire home/apt,1.0,1.0,2,96.0,107,17,88.0,0
"Sunny Upscale Getaway | Private Deck, Near T",Dorchester,Entire home/apt,3.0,2.0,1,308.0,351,16,93.0,1
Comfortable Treetop Escape | near T,Dorchester,Entire home/apt,3.0,1.0,1,278.0,336,12,98.0,1
Evon’s Place,Mattapan,Entire home/apt,4.0,2.0,2,325.0,335,11,98.0,0
*HEART OF BOSTON* Downtown/South End/Back Bay,South End,Entire home/apt,3.0,1.5,1,209.0,236,15,97.0,1
Mezzanine apt 7 min to Airport/Downtown,East Boston,Entire home/apt,2.0,1.0,1,99.0,361,23,82.0,0
Farmhouse-Inspired Opulence | near T,Jamaica Plain,Entire home/apt,3.0,2.0,10,244.0,315,20,87.0,0
Contemporary Farmhouse-Style Retreat | near T,Jamaica Plain,Entire home/apt,4.0,2.0,10,316.0,335,15,97.0,0
EatDrink&BeHappy near Downtown Disney+FirePit Prkg,Dorchester,Entire home/apt,4.0,2.0,2,508.0,125,15,99.0,1
"Cozy Private Rm Queen Bed, 40""TV w/ AC & Mini Frig",Mattapan,Private room,1.0,1.0,1,50.0,360,26,92.0,0
The Jazzy Airbnb,Roxbury,Private room,1.0,1.0,1,25.0,229,32,96.0,0
Urban oasis - Parking/Downtown/Airport,East Boston,Entire home/apt,2.0,2.0,2,147.0,152,11,95.0,0
Luxury 2BR in Southend near SoWa | Evonify,South End,Entire home/apt,2.0,1.5,1,103.0,105,10,96.0,0
Bright Home | near T,Dorchester,Entire home/apt,3.0,2.0,10,185.0,297,11,95.0,0
Lovely Home | near T,Dorchester,Entire home/apt,4.0,2.0,10,328.0,296,14,94.0,0
Luxury Apartment | near T,Roxbury,Entire home/apt,2.0,2.0,10,309.0,157,11,89.0,0
Fresh Farmhouse-Inspired Elegance | near T,Jamaica Plain,Entire home/apt,3.0,2.0,10,189.0,343,11,84.0,0
Spacious in heart of city Parking/Downtown/Airport,East Boston,Entire home/apt,2.0,2.0,25,100.0,71,15,91.0,0
Beautiful 1BR with a View in Downtown | Evonify,Beacon Hill,Entire home/apt,1.0,1.0,1,85.0,147,12,90.0,0
SUPERIOR ROOM,Downtown,Hotel room,1.0,1.0,1,147.0,257,121,86.0,0
Historic Brownstone with Modern Amenities.,Roxbury,Entire home/apt,1.0,1.0,1,126.0,342,19,99.0,1
"New, Glam & Trendy Retreat | near T",Jamaica Plain,Entire home/apt,3.0,2.0,10,266.0,347,22,92.0,0
Boston stay with boutique B&B - Venice Room,Brighton,Private room,1.0,1.0,1,65.0,175,10,100.0,1
Cozy Apartment in Historic Beacon Hill Area,Beacon Hill,Entire home/apt,1.0,1.0,1,154.0,142,17,96.0,0
Quiet and Sunny Top Floor Studio! South End LOVE!,South End,Entire home/apt,1.0,1.0,1,92.0,328,14,77.0,0
FOUND Boston Common - Standard Full Room,Bay Village,Private room,1.0,1.0,1,100.0,253,53,90.0,0
FOUND Boston Common - Queen Room,Downtown,Private room,1.0,1.0,1,114.0,254,49,89.0,0
FOUND Boston Common - Double Queen Room,Downtown,Private room,1.0,1.0,1,143.0,252,43,93.0,0
FOUND Boston Common - Single Room,Downtown,Private room,1.0,1.0,1,87.0,254,26,88.0,0
